h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson,biochar_suitability_score,soil_quality_index,suitability_grade,color_hex,recommendation,property_ratings_moisture,property_scores_moisture,property_ratings_soc,property_scores_soc,property_ratings_ph,property_scores_ph,property_ratings_temperature,property_scores_temperature,suitability_score
85814597fffffff,0.0,0.0,,0.0,0.0,,-50.62323219784855,-9.480234925754061,4741,"[[-50.57775795075423, -9.565100080937189], [-50.52703632306931, -9.484413560078565], [-50.57256918550621, -9.399518663104347], [-50.668776212819814, -9.395334168063364], [-50.71947021067825, -9.47600379722003], [-50.67398493888002, -9.560874810723675]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581459bfffffff,0.0,0.0,,0.0,0.0,,-50.334411018725014,-9.492721618135915,4753,"[[-50.288784098054045, -9.577628915367075], [-50.238020204847665, -9.496846024439133], [-50.283655516321055, -9.411927780482438], [-50.380008330302005, -9.407815540674754], [-50.4307458148138, -9.488582077371904], [-50.3851570231151, -9.573477205597083]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145a3fffffff,0.0,0.0,,0.0,0.0,,-50.75442172742616,-9.059907624472574,4740,"[[-50.709037449525255, -9.144793983473653], [-50.65836567062793, -9.06400003927184], [-50.70382452707553, -8.979066088182478], [-50.799907272427355, -8.974949540483328], [-50.85055090261496, -9.055725368552922], [-50.80514006318976, -9.14063585751373]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145a7fffffff,0.0,0.0,,0.0,0.0,,-50.89590796032918,-8.970800526060351,4739,"[[-50.85055090261496, -9.055725368552922], [-50.799907272427355, -8.974949540483328], [-50.84530935362085, -8.89002052235945], [-50.941306668261625, -8.885891011083748], [-50.99192156396495, -8.966648263626842], [-50.946568005867796, -9.051553599957689]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145abfffffff,0.0,0.0,,0.0,0.0,,-50.607660006531816,-8.983140533291191,4746,"[[-50.562198544961554, -9.068102799767987], [-50.51151034421001, -8.98723065058456], [-50.55701666678569, -8.90227378326774], [-50.65316385161302, -8.898211978252935], [-50.70382452707553, -8.979066088182478], [-50.65836567062793, -9.06400003927184]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145affffffff,0.0,0.0,,0.0,0.0,,-50.74923742170706,-8.89418816227608,4745,"[[-50.70382452707553, -8.979066088182478], [-50.65316385161302, -8.898211978252935], [-50.69861390812135, -8.81325982417326], [-50.79467679174015, -8.809184912794242], [-50.84530935362085, -8.89002052235945], [-50.799907272427355, -8.974949540483328]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145b3fffffff,0.0,0.0,,0.0,0.0,,-50.75971623739185,-9.225510059928256,4739,"[[-50.71425267691196, -9.310440790355555], [-50.663569790549836, -9.229708341430259], [-50.709037449525255, -9.144793983473653], [-50.80514006318976, -9.14063585751373], [-50.855794765677324, -9.221350573991948], [-50.81037516547075, -9.306241146179671]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145b7fffffff,0.0,0.0,,0.0,0.0,,-50.901142588893585,-9.136484793285472,4736,"[[-50.855794765677324, -9.221350573991948], [-50.80514006318976, -9.14063585751373], [-50.85055090261496, -9.055725368552922], [-50.946568005867796, -9.051553599957689], [-50.99719393839112, -9.132250125716071], [-50.951831664047475, -9.217136608022736]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145bbfffffff,0.0,0.0,,0.0,0.0,,-50.612921794607125,-9.148905206235517,4747,"[[-50.56738271738872, -9.233851999251948], [-50.516683378393324, -9.153040398922155], [-50.562198544961554, -9.068102799767987], [-50.65836567062793, -9.06400003927184], [-50.709037449525255, -9.144793983473653], [-50.663569790549836, -9.229708341430259]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145c7fffffff,0.0,0.0,,0.0,0.0,,-50.24160821788772,-9.249904826831589,1051,"[[-50.13648893326254, -9.335138693928787], [-50.08572171422411, -9.254215199677063], [-50.13139401023692, -9.169251916959128], [-50.22778773615243, -9.165234375372105], [-50.27852921143994, -9.246141217296248], [-50.23290283414402, -9.331082250232695]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858145d7fffffff,0.0,0.0,,0.0,0.0,,-50.243705141099255,-9.41562919114028,1219,"[[-50.141586122117644, -9.500941312026763], [-50.09080766236079, -9.420079509088431], [-50.13648893326254, -9.335138693928787], [-50.23290283414402, -9.331082250232695], [-50.283655516321055, -9.411927780482438], [-50.238020204847665, -9.496846024439133]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c13fffffff,0.0,0.0,,0.0,0.0,,-51.27681602663155,-7.397558998244073,3417,"[[-51.23168048549113, -7.4615962369386], [-51.181212384400496, -7.38044619244861], [-51.22637247888672, -7.2954672026507446], [-51.32195111732679, -7.291659870124631], [-51.37238903382374, -7.372786852056709], [-51.327278620267435, -7.45774422365182]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c17fffffff,0.0,0.0,,0.0,0.0,,-51.417304566176476,-7.357945204044118,544,"[[-51.37238903382374, -7.372786852056709], [-51.32195111732679, -7.291659870124631], [-51.36705297091869, -7.2066994077279976], [-51.46254269254571, -7.202887744417263], [-51.51294985273669, -7.283991200584558], [-51.467898170706995, -7.368929840278332]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c1bfffffff,0.0,0.0,,0.0,0.0,,-51.130711996449705,-7.3631275644970415,845,"[[-51.08554584967762, -7.384248395523124], [-51.03505910445153, -7.303027552083628], [-51.08026834371624, -7.218027498258951], [-51.17591530784444, -7.214269346332077], [-51.22637247888672, -7.2954672026507446], [-51.181212384400496, -7.38044619244861]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c53fffffff,0.0,0.0,,0.0,0.0,,-50.84347807258753,-7.368140553373185,1171,"[[-50.798239307894605, -7.395544390474881], [-50.74770618133637, -7.314231364305946], [-50.79302082036089, -7.229193951599025], [-50.8888206062663, -7.225489861533329], [-50.939325351106326, -7.3067804455850816], [-50.89405881746055, -7.391797556236318]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c83fffffff,0.0,0.0,,0.0,0.0,,-51.428131962515884,-7.619871893477341,4722,"[[-51.38306817463383, -7.704803337134847], [-51.33260845866963, -7.623775292866586], [-51.37772743458079, -7.538822417618283], [-51.473255992906324, -7.534920099030195], [-51.523684879726574, -7.615925397745477], [-51.47861616058921, -7.700855755612638]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c87fffffff,0.0,0.0,,0.0,0.0,,-51.568663249523006,-7.5310431753232985,4717,"[[-51.523684879726574, -7.615925397745477], [-51.473255992906324, -7.534920099030195], [-51.51831619231407, -7.449984898553772], [-51.61375465666562, -7.446077714424722], [-51.664152145006696, -7.527059806634338], [-51.6191426899984, -7.6119722843678606]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c8bfffffff,0.0,0.0,,0.0,0.0,,-51.282127131105945,-7.542658737365193,4729,"[[-51.236990821294675, -7.627671944733708], [-51.18651178628536, -7.5465710776268775], [-51.23168048549113, -7.4615962369386], [-51.327278620267435, -7.45774422365182], [-51.37772743458079, -7.538822417618283], [-51.33260845866963, -7.623775292866586]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c8ffffffff,0.0,0.0,,0.0,0.0,,-51.42280850699153,-7.453865764194915,4720,"[[-51.37772743458079, -7.538822417618283], [-51.327278620267435, -7.45774422365182], [-51.37238903382374, -7.372786852056709], [-51.467898170706995, -7.368929840278332], [-51.51831619231407, -7.449984898553772], [-51.473255992906324, -7.534920099030195]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c93fffffff,0.0,0.0,,0.0,0.0,,-51.43350754077526,-7.785764069264985,4721,"[[-51.38841125542797, -7.870726848817438], [-51.33794063397712, -7.789750312101999], [-51.38306817463383, -7.704803337134847], [-51.47861616058921, -7.700855755612638], [-51.52905591642102, -7.781809936920765], [-51.48397867520228, -7.866734050447013]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c97fffffff,0.0,0.0,,0.0,0.0,,-51.57407651887993,-7.696916474543911,4714,"[[-51.52905591642102, -7.781809936920765], [-51.47861616058921, -7.700855755612638], [-51.523684879726574, -7.615925397745477], [-51.6191426899984, -7.6119722843678606], [-51.66955101058165, -7.692903650032197], [-51.62453307872554, -7.7778109398898785]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814c9bfffffff,0.0,0.0,,0.0,0.0,,-51.287459762589926,-7.708715547820567,4726,"[[-51.24230348773949, -7.793691558185358], [-51.19181351493981, -7.712641230214296], [-51.236990821294675, -7.627671944733708], [-51.33260845866963, -7.623775292866586], [-51.38306817463383, -7.704803337134847], [-51.33794063397712, -7.789750312101999]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814ca3fffffff,0.0,0.0,,0.0,0.0,,-51.70234485555556,-7.352510881481481,270,"[[-51.65875563713868, -7.361161450014976], [-51.60836897727893, -7.28012998905527], [-51.65336148552919, -7.195211340738798], [-51.748689589898255, -7.191346725757759], [-51.799044321969184, -7.272354128726429], [-51.75410299921565, -7.357250199142185]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cb3fffffff,0.0,0.0,,0.0,0.0,,-51.70917076491824,-7.442111721384582,4709,"[[-51.664152145006696, -7.527059806634338], [-51.61375465666562, -7.446077714424722], [-51.65875563713868, -7.361161450014976], [-51.75410299921565, -7.357250199142185], [-51.804468522745935, -7.438208624814369], [-51.759518770825814, -7.523101962660903]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cb7fffffff,0.0,0.0,,0.0,0.0,,-51.84883592682926,-7.386036243902439,2624,"[[-51.804468522745935, -7.438208624814369], [-51.75410299921565, -7.357250199142185], [-51.799044321969184, -7.272354128726429], [-51.89429958014277, -7.268439607425441], [-51.94463257556405, -7.349373907472666], [-51.89974296202316, -7.4342468490814255]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cbbfffffff,0.0,0.0,,0.0,0.0,,-51.56317171776316,-7.3916661569078945,3040,"[[-51.51831619231407, -7.449984898553772], [-51.467898170706995, -7.368929840278332], [-51.51294985273669, -7.283991200584558], [-51.60836897727893, -7.28012998905527], [-51.65875563713868, -7.361161450014976], [-51.61375465666562, -7.446077714424722]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cc3fffffff,0.0,0.0,,0.0,0.0,,-50.995026189873414,-7.554161117088608,4740,"[[-50.949826078257644, -7.639247945915872], [-50.89929933482261, -7.558053169630506], [-50.94457455962666, -7.473040921083121], [-51.040327963593214, -7.469244648428915], [-51.090825674630864, -7.550417291339097], [-51.04559913925847, -7.63540833510336]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cc7fffffff,0.0,0.0,,0.0,0.0,,-51.13600528568412,-7.465467569890203,4736,"[[-51.090825674630864, -7.550417291339097], [-51.040327963593214, -7.469244648428915], [-51.08554584967762, -7.384248395523124], [-51.181212384400496, -7.38044619244861], [-51.23168048549113, -7.4615962369386], [-51.18651178628536, -7.5465710776268775]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814ccbfffffff,0.0,0.0,,0.0,0.0,,-50.84873125748629,-7.476889613032475,4742,"[[-50.80346009510929, -7.561842708694447], [-50.75291593611412, -7.480577289065736], [-50.798239307894605, -7.395544390474881], [-50.89405881746055, -7.391797556236318], [-50.94457455962666, -7.473040921083121], [-50.89929933482261, -7.558053169630506]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814ccffffffff,0.0,0.0,,0.0,0.0,,-50.989768180175396,-7.403866289662503,3763,"[[-50.94457455962666, -7.473040921083121], [-50.89405881746055, -7.391797556236318], [-50.939325351106326, -7.3067804455850816], [-51.03505910445153, -7.303027552083628], [-51.08554584967762, -7.384248395523124], [-51.040327963593214, -7.469244648428915]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cd3fffffff,0.0,0.0,,0.0,0.0,,-51.00034264261603,-7.720334758016877,4740,"[[-50.9550799084363, -7.805398745803349], [-50.904542159788065, -7.7242539236541115], [-50.949826078257644, -7.639247945915872], [-51.04559913925847, -7.63540833510336], [-51.09610782001507, -7.716531411897406], [-51.050872632886104, -7.801515839949656]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cd7fffffff,0.0,0.0,,0.0,0.0,,-51.14130308597381,-7.631596803337558,4734,"[[-51.09610782001507, -7.716531411897406], [-51.04559913925847, -7.63540833510336], [-51.090825674630864, -7.550417291339097], [-51.18651178628536, -7.5465710776268775], [-51.236990821294675, -7.627671944733708], [-51.19181351493981, -7.712641230214296]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814cdbfffffff,0.0,0.0,,0.0,0.0,,-50.85395896921779,-7.6431230377398265,4743,"[[-50.80868318343863, -7.728086126100652], [-50.75812798802697, -7.64686968236868], [-50.80346009510929, -7.561842708694447], [-50.89929933482261, -7.558053169630506], [-50.949826078257644, -7.639247945915872], [-50.904542159788065, -7.7242539236541115]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85816003fffffff,0.0,0.0,,0.0,0.0,,-50.3910919492922,-11.309346960701458,4733,"[[-50.3453491805577, -11.393935359220837], [-50.29446169232571, -11.313927546589115], [-50.34019545849547, -11.229350582017519], [-50.43676986934501, -11.224807885100903], [-50.48763057031027, -11.30480346524144], [-50.44194377753211, -11.389353974645848]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85816007fffffff,0.0,0.0,,0.0,0.0,,-50.533253084337346,-11.22023297780596,4731,"[[-50.48763057031027, -11.30480346524144], [-50.43676986934501, -11.224807885100903], [-50.482447739577815, -11.140219271069581], [-50.578938947477084, -11.135652930315915], [-50.62977226305731, -11.215635834076362], [-50.58414188530001, -11.300197754822046]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581600bfffffff,0.0,0.0,,0.0,0.0,,-50.27036804487389,-11.233395474615135,3053,"[[-50.19780515437231, -11.318445754466714], [-50.14690277071721, -11.238348913366753], [-50.19268294669141, -11.153746020632896], [-50.28931922694045, -11.149265896819747], [-50.34019545849547, -11.229350582017519], [-50.29446169232571, -11.313927546589115]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581600ffffffff,0.0,0.0,,0.0,0.0,,-50.38588177550158,-11.144774274973601,4735,"[[-50.34019545849547, -11.229350582017519], [-50.28931922694045, -11.149265896819747], [-50.33504402913236, -11.064651116750191], [-50.431598260689995, -11.060147187568946], [-50.482447739577815, -11.140219271069581], [-50.43676986934501, -11.224807885100903]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85816013fffffff,0.0,0.0,,0.0,0.0,,-50.39619933431953,-11.47386579501268,4732,"[[-50.3505051967665, -11.558402850851564], [-50.2996064476978, -11.478473167977729], [-50.3453491805577, -11.393935359220837], [-50.44194377753211, -11.389353974645848], [-50.492815704697655, -11.469271792931208], [-50.44711998670095, -11.553782860437405]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85816017fffffff,0.0,0.0,,0.0,0.0,,-50.53844323439814,-11.384785787814682,4727,"[[-50.492815704697655, -11.469271792931208], [-50.44194377753211, -11.389353974645848], [-50.48763057031027, -11.30480346524144], [-50.58414188530001, -11.300197754822046], [-50.634986392115124, -11.380103266337631], [-50.589347133536336, -11.46462679510003]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581601bfffffff,0.0,0.0,,0.0,0.0,,-50.272869066377176,-11.398021593362284,3224,"[[-50.202929645130666, -11.483029380281486], [-50.15201597053182, -11.40300977925959], [-50.19780515437231, -11.318445754466714], [-50.29446169232571, -11.313927546589115], [-50.3453491805577, -11.393935359220837], [-50.2996064476978, -11.478473167977729]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
