h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson
878b86a2effffff,4.7014923,4.7462687,0.24563195,5.026866,5.032836,298.56723,-55.913104208955225,-12.798797268656717,67,"[[-55.90597798662037, -12.808133087453687], [-55.89887272277601, -12.797166314690688], [-55.905083628385135, -12.785233198100935], [-55.918398456413215, -12.784267740673325], [-55.92550272475357, -12.795234176894342], [-55.91929316086533, -12.807166407107763]]"
878b86a31ffffff,5.0,5.0,0.2453493,5.0,5.0,298.5552,-55.858367,-12.822328,1,"[[-55.84648708305596, -12.823927797695626], [-55.83937904136757, -12.812958012341083], [-55.84559425834824, -12.801023815712094], [-55.85891617908181, -12.800060288169183], [-55.86602322958223, -12.811029739181295], [-55.85980935083364, -12.822963052101416]]"
878b86a34ffffff,5.725806,5.790323,0.2443067,5.0870967,5.0903225,298.5446,-55.836488967741936,-12.85025520967742,62,"[[-55.82783936013368, -12.859727309476122], [-55.82073012821892, -12.848759201725327], [-55.82694697622791, -12.836825706800335], [-55.84027171919143, -12.835861203409419], [-55.84737996118363, -12.846828979090388], [-55.84116445043182, -12.858761590254876]]"
878b86a35ffffff,4.571429,4.6363635,0.24476717,5.214286,5.214286,298.5509,-55.85463397402598,-12.835890103896105,77,"[[-55.84737996118363, -12.846828979090388], [-55.84027171919143, -12.835861203409419], [-55.84648708305596, -12.823927797695626], [-55.85980935083364, -12.822963052101416], [-55.866916601505515, -12.833930494594446], [-55.86070257601664, -12.845863015892418]]"
878b86b00ffffff,4.4347825,4.445652,0.23981217,5.0684786,5.0684786,298.5248,-55.877578554347835,-12.936252728260868,92,"[[-55.8713842627933, -12.948392085537906], [-55.86427601114746, -12.937434733360892], [-55.8704906236317, -12.92550541485575], [-55.88381214784744, -12.924534337136174], [-55.89091940611447, -12.93549136077503], [-55.88470613384087, -12.947419790695013]]"
878b86b01ffffff,4.369565,4.228261,0.24010499,5.4706526,5.475,298.53195,-55.897180336956524,-12.923559076086956,92,"[[-55.89091940611447, -12.93549136077503], [-55.88381214784744, -12.924534337136174], [-55.890025273510766, -12.912605100376771], [-55.903344316411136, -12.911633776522095], [-55.91045057990445, -12.922590470508544], [-55.90423879556704, -12.934518818025486]]"
878b86b02ffffff,5.111111,5.0555553,0.24053608,5.1555557,5.1644444,298.52408,-55.8569948,-12.926682033333332,90,"[[-55.85095200798105, -12.93840556247819], [-55.843842964695696, -12.92744585731018], [-55.85005891612997, -12.915515651577127], [-55.86338257219621, -12.914546038263275], [-55.8704906236317, -12.92550541485575], [-55.86427601114746, -12.937434733360892]]"
878b86b03ffffff,5.3076925,5.285714,0.24089283,5.426374,5.443956,298.53134,-55.876654428571435,-12.91331923076923,91,"[[-55.8704906236317, -12.92550541485575], [-55.86338257219621, -12.914546038263275], [-55.86959703792648, -12.902615913618547], [-55.882918215321574, -12.901646053474899], [-55.890025273510766, -12.912605100376771], [-55.88381214784744, -12.924534337136174]]"
878b86b04ffffff,4.2173915,4.228261,0.23871683,5.05,5.052174,298.51822,-55.878506173913046,-12.95944295652174,92,"[[-55.87227795541564, -12.971275918871136], [-55.86516950355169, -12.960320594279438], [-55.8713842627933, -12.948392085537906], [-55.88470613384087, -12.947419790695013], [-55.89181359219351, -12.958374787900446], [-55.88560017330623, -12.970302407358558]]"
878b86b05ffffff,4.4333334,4.3333335,0.23901436,5.2611113,5.2544446,298.5257,-55.8980678,-12.946619744444444,90,"[[-55.89181359219351, -12.958374787900446], [-55.88470613384087, -12.947419790695013], [-55.89091940611447, -12.93549136077503], [-55.90423879556704, -12.934518818025486], [-55.91134525901336, -12.945473486731178], [-55.905133328209395, -12.957401026709688]]"
878b86b06ffffff,4.4175825,4.3296704,0.23947257,4.8846154,4.8923078,298.51736,-55.85799704395605,-12.949276593406594,91,"[[-55.85184515327389, -12.961292638747565], [-55.84473590964576, -12.950334959146717], [-55.85095200798105, -12.93840556247819], [-55.86427601114746, -12.937434733360892], [-55.8713842627933, -12.948392085537906], [-55.86516950355169, -12.960320594279438]]"
878b86b08ffffff,4.180851,4.138298,0.24145316,5.356383,5.361702,298.54483,-55.915826021276594,-12.88790955319149,94,"[[-55.90955595428538, -12.899704625089706], [-55.90244989073735, -12.888745908993444], [-55.9086613821518, -12.876815957270782], [-55.9219775951141, -12.875845610865172], [-55.92908266262774, -12.88680399504085], [-55.92287251350902, -12.898733057566032]]"
878b86b09ffffff,4.1666665,4.077778,0.24169901,5.27,5.2777777,298.55127,-55.93539773333333,-12.874979022222222,90,"[[-55.92908266262774, -12.88680399504085], [-55.9219775951141, -12.875845610865172], [-55.92818759792015, -12.86391575097407], [-55.94150132512746, -12.862945165134144], [-55.948605395215075, -12.873903216274329], [-55.94239673581658, -12.885832186313245]]"
878b86b0affffff,4.2613635,4.215909,0.24227843,5.275,5.278409,298.54446,-55.89544829545455,-12.877426125,88,"[[-55.88913119437801, -12.88971601350066], [-55.88202433625891, -12.878754946509304], [-55.88823716871185, -12.866824106946948], [-55.90155551854131, -12.86585522223882], [-55.9086613821518, -12.876815957270782], [-55.90244989073735, -12.888745908993444]]"
878b86b0bffffff,4.516129,4.376344,0.24255785,5.2967744,5.305376,298.55075,-55.9146327311828,-12.864587279569893,93,"[[-55.9086613821518, -12.876815957270782], [-55.90155551854131, -12.86585522223882], [-55.90776686349934, -12.853924473853153], [-55.92108273021142, -12.852955349017206], [-55.92818759792015, -12.86391575097407], [-55.9219775951141, -12.875845610865172]]"
878b86b0cffffff,4.021978,3.901099,0.24037175,5.402198,5.403297,298.53888,-55.916634384615385,-12.910826648351648,91,"[[-55.91045057990445, -12.922590470508544], [-55.903344316411136, -12.911633776522095], [-55.90955595428538, -12.899704625089706], [-55.92287251350902, -12.898733057566032], [-55.92997778083529, -12.90968942078586], [-55.92376748540053, -12.921617682319413]]"
878b86b0dffffff,3.7045455,3.5681818,0.240632,5.2250004,5.231818,298.54572,-55.93615313636364,-12.897587227272727,88,"[[-55.92997778083529, -12.90968942078586], [-55.92287251350902, -12.898733057566032], [-55.92908266262774, -12.88680399504085], [-55.94239673581658, -12.885832186313245], [-55.949501005584125, -12.896788217652292], [-55.94329220001675, -12.908716389623178]]"
878b86b0effffff,6.1222224,6.077778,0.24119812,5.398889,5.411111,298.5382,-55.8960965,-12.90045627777778,90,"[[-55.890025273510766, -12.912605100376771], [-55.882918215321574, -12.901646053474899], [-55.88913119437801, -12.88971601350066], [-55.90244989073735, -12.888745908993444], [-55.90955595428538, -12.899704625089706], [-55.903344316411136, -12.911633776522095]]"
878b86b10ffffff,4.3186812,4.4175825,0.24084961,4.9967036,5.0021977,298.5169,-55.81715327472527,-12.92918779120879,91,"[[-55.81097078985814, -12.941314616816499], [-55.80385996766841, -12.930352233145767], [-55.810078740402616, -12.91842106469649], [-55.8234069990564, -12.917453165152262], [-55.83051683232624, -12.92841522132698], [-55.82429939615956, -12.940345504565068]]"
878b86b11ffffff,5.119565,5.1630435,0.2412617,5.0967393,5.105435,298.52408,-55.83659292391304,-12.91616268478261,92,"[[-55.83051683232624, -12.92841522132698], [-55.8234069990564, -12.917453165152262], [-55.82962428817847, -12.905522073549557], [-55.84295007317959, -12.904553924014353], [-55.85005891612997, -12.915515651577127], [-55.843842964695696, -12.92744585731018]]"
878b86b12ffffff,7.4772725,7.3522725,0.24144651,4.943182,4.9602275,298.5172,-55.79701644318182,-12.919687818181819,88,"[[-55.79052923773644, -12.9313198802306], [-55.78341762875194, -12.92035514750669], [-55.78963773678822, -12.908423095205567], [-55.80296811880464, -12.907456659503204], [-55.810078740402616, -12.91842106469649], [-55.80385996766841, -12.930352233145767]]"
878b86b13ffffff,4.3076925,4.626374,0.241903,4.987912,4.9956045,298.52423,-55.816289516483515,-12.90653256043956,91,"[[-55.810078740402616, -12.91842106469649], [-55.80296811880464, -12.907456659503204], [-55.80918674435073, -12.895524683390029], [-55.822514655368145, -12.894557997003602], [-55.82962428817847, -12.905522073549557], [-55.8234069990564, -12.917453165152262]]"
878b86b14ffffff,4.311828,4.2688174,0.23979008,5.0505376,5.052688,298.50952,-55.81799129032258,-12.951931580645162,93,"[[-55.81186289272165, -12.964205332949005], [-55.80475186993234, -12.953244973975263], [-55.81097078985814, -12.941314616816499], [-55.82429939615956, -12.940345504565068], [-55.83140942989672, -12.951305537193518], [-55.825191846681996, -12.963235008441949]]"
878b86b15ffffff,4.2747254,4.10989,0.24016552,5.003297,5.013187,298.51688,-55.837834395604396,-12.939528351648352,91,"[[-55.83140942989672, -12.951305537193518], [-55.82429939615956, -12.940345504565068], [-55.83051683232624, -12.92841522132698], [-55.843842964695696, -12.92744585731018], [-55.85095200798105, -12.93840556247819], [-55.84473590964576, -12.950334959146717]]"
878b86b16ffffff,9.651686,9.494382,0.24039455,5.1910114,5.194382,298.5095,-55.797604831460674,-12.942439651685392,89,"[[-55.79142079207352, -12.954213831991991], [-55.78430898236509, -12.94325112194117], [-55.79052923773644, -12.9313198802306], [-55.80385996766841, -12.930352233145767], [-55.81097078985814, -12.941314616816499], [-55.80475186993234, -12.953244973975263]]"
878b86b18ffffff,5.870968,5.795699,0.24268907,5.375269,5.392473,298.53775,-55.855300408602155,-12.880694043010752,93,"[[-55.84916587771627, -12.892622912842382], [-55.84205723509308, -12.88165916606044], [-55.848272892735615, -12.869727353077264], [-55.861595854635155, -12.868760172724082], [-55.868703505673295, -12.879723588625408], [-55.86248918669355, -12.891654515783568]]"
878b86b19ffffff,4.978261,4.923913,0.24301748,5.3130436,5.316304,298.54416,-55.874942163043485,-12.868049097826088,92,"[[-55.868703505673295, -12.879723588625408], [-55.861595854635155, -12.868760172724082], [-55.86781002686775, -12.856828446680804], [-55.88113051065508, -12.855861023042824], [-55.88823716871185, -12.866824106946948], [-55.88202433625891, -12.878754946509304]]"
878b86b1affffff,6.1910114,6.202247,0.24338315,5.2269664,5.2269664,298.53815,-55.83492528089888,-12.870624831460674,89,"[[-55.82873179744907, -12.882626100663444], [-55.82162236509044, -12.871660006924413], [-55.82783936013368, -12.859727309476122], [-55.84116445043182, -12.858761590254876], [-55.848272892735615, -12.869727353077264], [-55.84205723509308, -12.88165916606044]]"
878b86b1bffffff,4.733333,4.733333,0.24377376,5.3122225,5.321111,298.54453,-55.854324822222225,-12.857486844444445,90,"[[-55.848272892735615, -12.869727353077264], [-55.84116445043182, -12.858761590254876], [-55.84737996118363, -12.846828979090388], [-55.86070257601664, -12.845863015892418], [-55.86781002686775, -12.856828446680804], [-55.861595854635155, -12.868760172724082]]"
878b86b1cffffff,5.411111,5.366667,0.24159782,5.2622223,5.2766666,298.53082,-55.856271166666666,-12.903999655555557,90,"[[-55.85005891612997, -12.915515651577127], [-55.84295007317959, -12.904553924014353], [-55.84916587771627, -12.892622912842382], [-55.86248918669355, -12.891654515783568], [-55.86959703792648, -12.902615913618547], [-55.86338257219621, -12.914546038263275]]"
878b86b1dffffff,4.597826,4.423913,0.24194981,5.1369567,5.1413045,298.53775,-55.875869782608696,-12.890799891304349,92,"[[-55.86959703792648, -12.902615913618547], [-55.86248918669355, -12.891654515783568], [-55.868703505673295, -12.879723588625408], [-55.88202433625891, -12.878754946509304], [-55.88913119437801, -12.88971601350066], [-55.882918215321574, -12.901646053474899]]"
878b86b1effffff,4.7,4.7222223,0.24233079,5.26,5.267778,298.53122,-55.83593435555555,-12.893194866666667,90,"[[-55.82962428817847, -12.905522073549557], [-55.822514655368145, -12.894557997003602], [-55.82873179744907, -12.882626100663444], [-55.84205723509308, -12.88165916606044], [-55.84916587771627, -12.892622912842382], [-55.84295007317959, -12.904553924014353]]"
878b86b20ffffff,3.6436782,3.6436782,0.23686232,5.034483,5.036782,298.5135,-55.899798172413796,-12.99194932183908,87,"[[-55.893602124795, -13.004133115179329], [-55.88649426624786, -12.993182180339272], [-55.892707831752226, -12.98125537496334], [-55.90602791434257, -12.980280395785991], [-55.913134777718184, -12.991231004429876], [-55.90692255397095, -13.003156918471056]]"
878b86b21ffffff,4.9247313,4.967742,0.23713203,5.124731,5.1279573,298.52124,-55.91912430107527,-12.979122473118279,93,"[[-55.913134777718184, -12.991231004429876], [-55.90602791434257, -12.980280395785991], [-55.912239991616495, -12.968353666966786], [-55.92555758969078, -12.967378438808682], [-55.93266345650132, -12.978328720144477], [-55.92645272209823, -12.990254556970266]]"
878b86b22ffffff,3.8924732,3.7096775,0.23762606,5.172043,5.1666665,298.51175,-55.8794729032258,-12.982454956989248,93,"[[-55.873171701503104, -12.994156908066898], [-55.86606304941324, -12.983203614227177], [-55.87227795541564, -12.971275918871136], [-55.88560017330623, -12.970302407358558], [-55.892707831752226, -12.98125537496334], [-55.88649426624786, -12.993182180339272]]"
878b86b23ffffff,3.9438202,3.764045,0.23793797,5.311236,5.3078656,298.51953,-55.898892382022474,-12.969338584269664,89,"[[-55.892707831752226, -12.98125537496334], [-55.88560017330623, -12.970302407358558], [-55.89181359219351, -12.958374787900446], [-55.905133328209395, -12.957401026709688], [-55.912239991616495, -12.968353666966786], [-55.90602791434257, -12.980280395785991]]"
878b86b24ffffff,3.7977529,3.8651686,0.23577093,5.0685396,5.073034,298.50742,-55.90060825842696,-13.014859999999999,89,"[[-55.89449647132617, -13.027008001769351], [-55.88738841267014, -13.016059102854939], [-55.893602124795, -13.004133115179329], [-55.90692255397095, -13.003156918471056], [-55.9140296173228, -13.014105492340256], [-55.907817247098876, -13.026030587986831]]"
878b86b25ffffff,5.073684,5.357895,0.23601949,5.04,5.043158,298.5154,-55.920232821052636,-13.002345410526315,95,"[[-55.9140296173228, -13.014105492340256], [-55.90692255397095, -13.003156918471056], [-55.913134777718184, -12.991231004429876], [-55.92645272209823, -12.990254556970266], [-55.933558788752336, -13.001202804683063], [-55.92734790801974, -13.013127826035792]]"
878b86b26ffffff,3.597826,3.5652175,0.23653956,5.0423913,5.0456524,298.50537,-55.88036141304348,-13.00533508695652,92,"[[-55.87406550106003, -13.017035046341956], [-55.866956648736505, -13.006083786417724], [-55.873171701503104, -12.994156908066898], [-55.88649426624786, -12.993182180339272], [-55.893602124795, -13.004133115179329], [-55.88738841267014, -13.016059102854939]]"
878b86b28ffffff,5.105263,5.273684,0.23845147,5.1189475,5.122105,298.53442,-55.93805723157895,-12.943482189473686,95,"[[-55.93176817776772, -12.955451790126972], [-55.92466251079299, -12.944499478330233], [-55.93087295254717, -12.93257202141189], [-55.944187717732305, -12.931597768267732], [-55.951292386882834, -12.942549750491445], [-55.94508328896764, -12.95447631545601]]"
878b86b29ffffff,4.1477275,4.125,0.2386538,5.328409,5.330682,298.5414,-55.957539284090906,-12.930865693181818,88,"[[-55.951292386882834, -12.942549750491445], [-55.944187717732305, -12.931597768267732], [-55.95039666947192, -12.91967039798902], [-55.96370894570768, -12.918695902567567], [-55.970812615643744, -12.929647554105642], [-55.96460500885336, -12.941574031774492]]"
878b86b2affffff,4.494382,4.5842695,0.23929885,5.34045,5.339326,298.53302,-55.917514786516854,-12.933481685393259,89,"[[-55.91134525901336, -12.945473486731178], [-55.90423879556704, -12.934518818025486], [-55.91045057990445, -12.922590470508544], [-55.92376748540053, -12.921617682319413], [-55.93087295254717, -12.93257202141189], [-55.92466251079299, -12.944499478330233]]"
878b86b2bffffff,4.0108695,3.9891305,0.23955235,5.5847826,5.5815215,298.5401,-55.93704301086957,-12.920361326086958,92,"[[-55.93087295254717, -12.93257202141189], [-55.92376748540053, -12.921617682319413], [-55.92997778083529, -12.90968942078586], [-55.94329220001675, -12.908716389623178], [-55.95039666947192, -12.91967039798902], [-55.944187717732305, -12.931597768267732]]"
878b86b2cffffff,4.8172045,4.9139786,0.23734084,5.058065,5.0634413,298.52878,-55.93916729032259,-12.966710204301075,93,"[[-55.93266345650132, -12.978328720144477], [-55.92555758969078, -12.967378438808682], [-55.93176817776772, -12.955451790126972], [-55.94508328896764, -12.95447631545601], [-55.95218815782121, -12.965426268371806], [-55.94597891372708, -12.97735202440237]]"
878b86b2dffffff,4.218391,4.54023,0.23756823,5.266667,5.2643676,298.53613,-55.95842104597702,-12.953641896551723,87,"[[-55.95218815782121, -12.965426268371806], [-55.94508328896764, -12.95447631545601], [-55.951292386882834, -12.942549750491445], [-55.96460500885336, -12.941574031774492], [-55.97170887835965, -12.952523655158464], [-55.96550112553756, -12.964449326815016]]"
878b86b2effffff,4.4835167,4.4725275,0.23822212,5.5527472,5.547253,298.5271,-55.91826318681319,-12.95621134065934,91,"[[-55.912239991616495, -12.968353666966786], [-55.905133328209395, -12.957401026709688], [-55.91134525901336, -12.945473486731178], [-55.92466251079299, -12.944499478330233], [-55.93176817776772, -12.955451790126972], [-55.92555758969078, -12.967378438808682]]"
878b86b30ffffff,4.2134833,4.202247,0.23802565,5.003371,5.008989,298.50275,-55.83941689887641,-12.98516004494382,89,"[[-55.83319478532331, -12.997077646011713], [-55.826084350628065, -12.986121669988178], [-55.83230208089429, -12.974193014352299], [-55.84562890803417, -12.973221222728096], [-55.85273835201287, -12.98417687359251], [-55.84652195986527, -12.996104641263747]]"
878b86b31ffffff,3.3736265,3.3736265,0.2384061,5.164835,5.154945,298.51062,-55.85871272527473,-12.971956505494505,91,"[[-55.85273835201287, -12.98417687359251], [-55.84562890803417, -12.973221222728096], [-55.85184515327389, -12.961292638747565], [-55.86516950355169, -12.960320594279438], [-55.87227795541564, -12.971275918871136], [-55.86606304941324, -12.983203614227177]]"
878b86b32ffffff,3.7659574,3.6595745,0.2387029,4.998936,5.0,298.50208,-55.818970329787234,-12.975184734042553,94,"[[-55.812755048997516, -12.987093206298255], [-55.80564382560079, -12.9761348751928], [-55.81186289272165, -12.964205332949005], [-55.825191846681996, -12.963235008441949], [-55.83230208089429, -12.974193014352299], [-55.826084350628065, -12.986121669988178]]"
878b86b33ffffff,4.325843,4.280899,0.2390884,4.926966,4.925843,298.5097,-55.838533730337076,-12.962550797752808,89,"[[-55.83230208089429, -12.974193014352299], [-55.825191846681996, -12.963235008441949], [-55.83140942989672, -12.951305537193518], [-55.84473590964576, -12.950334959146717], [-55.85184515327389, -12.961292638747565], [-55.84562890803417, -12.973221222728096]]"
878b86b34ffffff,4.011236,3.9325843,0.23696348,5.060674,5.0617976,298.49588,-55.840300067415725,-13.007693617977527,89,"[[-55.83408754318813, -13.019959425385549], [-55.826976908002145, -13.009005482414333], [-55.83319478532331, -12.997077646011713], [-55.84652195986527, -12.996104641263747], [-55.853631604202334, -13.007058260225621], [-55.84741506514342, -13.018985207968418]]"
878b86b35ffffff,4.0108695,3.9673913,0.23731035,5.1163044,5.1173916,298.50385,-55.85975861956522,-12.995106978260868,92,"[[-55.853631604202334, -13.007058260225621], [-55.84652195986527, -12.996104641263747], [-55.85273835201287, -12.98417687359251], [-55.86606304941324, -12.983203614227177], [-55.873171701503104, -12.994156908066898], [-55.866956648736505, -13.006083786417724]]"
878b86b36ffffff,6.5934067,6.4945054,0.23761547,5.174725,5.175824,298.4947,-55.82001602197802,-12.998362967032968,91,"[[-55.813647258690125, -13.009978230073822], [-55.80653583467815, -12.999021930004773], [-55.812755048997516, -12.987093206298255], [-55.826084350628065, -12.986121669988178], [-55.83319478532331, -12.997077646011713], [-55.826976908002145, -13.009005482414333]]"
878b86b40ffffff,4.4367814,4.5057473,0.24133721,5.0988507,5.1011496,298.56992,-56.014333333333326,-12.845973103448276,87,"[[-56.00804678958541, -12.858083748206349], [-56.00094552082823, -12.847128719194139], [-56.007149705294886, -12.835200048077255], [-56.02045381083059, -12.834227299163123], [-56.027554076478296, -12.84518199183837], [-56.021351239993486, -12.857109769788183]]"
878b86b41ffffff,4.795699,4.580645,0.24146695,5.262366,5.2645164,298.57523,-56.03358707526882,-12.832904795698926,93,"[[-56.027554076478296, -12.84518199183837], [-56.02045381083059, -12.834227299163123], [-56.02665650173533, -12.822298734837547], [-56.039958109495906, -12.821325757028706], [-56.047057370650464, -12.832280112253095], [-56.040856028830966, -12.844207782760673]]"
878b86b42ffffff,6.860215,6.591398,0.24225819,5.230108,5.234409,298.5689,-55.994008032258066,-12.836478698924733,93,"[[-55.9876389198588, -12.848101236753873], [-55.9805368487917, -12.83714385502925], [-55.98674237999124, -12.825214292101489], [-56.000048635819084, -12.824243002732565], [-56.007149705294886, -12.835200048077255], [-56.00094552082823, -12.847128719194139]]"
878b86b43ffffff,3.8636363,3.6704545,0.24240762,5.275,5.2670455,298.57422,-56.01332659090909,-12.823450704545456,88,"[[-56.007149705294886, -12.835200048077255], [-56.000048635819084, -12.824243002732565], [-56.006252674561736, -12.81231354594507], [-56.01955643523601, -12.811342026987539], [-56.02665650173533, -12.822298734837547], [-56.02045381083059, -12.834227299163123]]"
878b86b44ffffff,4.494382,4.4157305,0.24025163,5.273034,5.2595506,298.5655,-56.015143438202244,-12.86888370786517,89,"[[-56.008943927437656, -12.880964639530715], [-56.001842459391455, -12.870011630024726], [-56.00804678958541, -12.858083748206349], [-56.021351239993486, -12.857109769788183], [-56.02845170479722, -12.868062444114374], [-56.02224872272908, -12.87998943206212]]"
878b86b45ffffff,6.736842,6.5578947,0.24035905,5.3936844,5.3884215,298.57108,-56.034697126315784,-12.856132810526317,95,"[[-56.02845170479722, -12.868062444114374], [-56.021351239993486, -12.857109769788183], [-56.027554076478296, -12.84518199183837], [-56.040856028830966, -12.844207782760673], [-56.047955489008466, -12.855160120793913], [-56.04175400175289, -12.867087004221426]]"
878b86b46ffffff,9.467391,9.097826,0.24117416,5.222826,5.2195654,298.56424,-55.99489653260869,-12.85935889130435,92,"[[-55.98853551326944, -12.870985375322705], [-55.98143324278807, -12.860030011087511], [-55.9876389198588, -12.848101236753873], [-56.00094552082823, -12.847128719194139], [-56.00804678958541, -12.858083748206349], [-56.001842459391455, -12.870011630024726]]"
878b86b48ffffff,3.6236558,3.311828,0.24263977,5.153764,5.1505375,298.58395,-56.052301881720425,-12.797189440860215,93,"[[-56.046159305882604, -12.809397303067879], [-56.03906024374336, -12.79844093382718], [-56.04526129470052, -12.786511700042055], [-56.058560058047014, -12.785539729282318], [-56.06565811444421, -12.796495758799102], [-56.05945841352995, -12.808424098822915]]"
878b86b49ffffff,4.3255816,3.7906976,0.24248463,5.1232557,5.1232557,298.58722,-56.07025486046511,-12.790155581395348,43,"[[-56.06565811444421, -12.796495758799102], [-56.058560058047014, -12.785539729282318], [-56.06475961367901, -12.773610612357025], [-56.07805587485796, -12.772638419381504], [-56.085152924132736, -12.783594108059821], [-56.07895471964359, -12.795522330575501]]"
878b86b4affffff,3.6888888,3.6111112,0.24361826,5.018889,5.02,298.5832,-56.03196673333333,-12.787393333333332,90,"[[-56.025758980563964, -12.799412679914624], [-56.018659113205395, -12.78845396006726], [-56.024861512959866, -12.776523833877537], [-56.038162431568956, -12.77555331996302], [-56.04526129470052, -12.786511700042055], [-56.03906024374336, -12.79844093382718]]"
878b86b4bffffff,4.3157897,4.1578946,0.24339606,4.9157896,4.9210525,298.5861,-56.049850210526316,-12.782258263157894,19,"[[-56.04526129470052, -12.786511700042055], [-56.038162431568956, -12.77555331996302], [-56.04436333709987, -12.76362330998465], [-56.057661756156385, -12.762652573161647], [-56.06475961367901, -12.773610612357025], [-56.058560058047014, -12.785539729282318]]"
878b86b4cffffff,4.175824,3.8901098,0.2415292,5.053846,5.054945,298.58017,-56.053429956043956,-12.82050154945055,91,"[[-56.047057370650464, -12.832280112253095], [-56.039958109495906, -12.821325757028706], [-56.046159305882604, -12.809397303067879], [-56.05945841352995, -12.808424098822915], [-56.066556668809326, -12.819378115482582], [-56.06035682260955, -12.831305674975436]]"
878b86b4dffffff,4.044944,3.8314607,0.24160391,5.1348314,5.130337,298.58475,-56.072701325842694,-12.80771748314607,89,"[[-56.066556668809326, -12.819378115482582], [-56.05945841352995, -12.808424098822915], [-56.06565811444421, -12.796495758799102], [-56.07895471964359, -12.795522330575501], [-56.08605196766736, -12.806476007556636], [-56.079853618039984, -12.818403452463409]]"
878b86b4effffff,5.10989,4.7582417,0.24254352,5.1153846,5.113187,298.57925,-56.03274905494505,-12.810160989010988,91,"[[-56.02665650173533, -12.822298734837547], [-56.01955643523601, -12.811342026987539], [-56.025758980563964, -12.799412679914624], [-56.03906024374336, -12.79844093382718], [-56.046159305882604, -12.809397303067879], [-56.039958109495906, -12.821325757028706]]"
878b86b50ffffff,3.5454545,3.5454545,0.2430025,5.303409,5.3102274,298.56262,-55.95381331818182,-12.83917121590909,88,"[[-55.94770983836041, -12.85101540065345], [-55.94060596794501, -12.840055332887362], [-55.94681433501577, -12.828124777593274], [-55.960125228422854, -12.827155179890042], [-55.96722810015496, -12.83811491234974], [-55.961021077458085, -12.850044577842274]]"
878b86b51ffffff,3.3956044,3.2967033,0.24322021,5.010989,5.0142856,298.56833,-55.97322327472528,-12.825733516483517,91,"[[-55.96722810015496, -12.83811491234974], [-55.960125228422854, -12.827155179890042], [-55.96633210510469, -12.815224726508577], [-55.97964050833077, -12.81425489606374], [-55.98674237999124, -12.825214292101489], [-55.9805368487917, -12.83714385502925]]"
878b86b52ffffff,4.926316,4.926316,0.24385852,5.316842,5.3273683,298.5623,-55.93363656842105,-12.829183389473684,95,"[[-55.927292586708155, -12.841024695388], [-55.920187918796614, -12.830062278827763], [-55.926397628987424, -12.818130835090413], [-55.9397106642649, -12.817162696379643], [-55.94681433501577, -12.828124777593274], [-55.94060596794501, -12.840055332887362]]"
878b86b53ffffff,5.183908,5.1609197,0.24407196,5.1494255,5.162069,298.56772,-55.953000183908046,-12.816468068965516,87,"[[-55.94681433501577, -12.828124777593274], [-55.9397106642649, -12.817162696379643], [-55.94591888517682, -12.805231353902638], [-55.959229432904344, -12.804262981757907], [-55.96633210510469, -12.815224726508577], [-55.960125228422854, -12.827155179890042]]"
878b86b54ffffff,4.022472,4.011236,0.24193436,5.2831464,5.2820225,298.55753,-55.95483529213484,-12.861717415730336,89,"[[-55.948605395215075, -12.873903216274329], [-55.94150132512746, -12.862945165134144], [-55.94770983836041, -12.85101540065345], [-55.961021077458085, -12.850044577842274], [-55.96812414872966, -12.861002294832081], [-55.9619169800144, -12.87293116880677]]"
878b86b55ffffff,4.806452,4.548387,0.24212974,5.2247314,5.223656,298.5634,-55.974134,-12.84879422580645,93,"[[-55.96812414872966, -12.861002294832081], [-55.961021077458085, -12.850044577842274], [-55.96722810015496, -12.83811491234974], [-55.9805368487917, -12.83714385502925], [-55.9876389198588, -12.848101236753873], [-55.98143324278807, -12.860030011087511]]"
878b86b56ffffff,4.6043954,4.5494504,0.24276495,5.3857145,5.3956046,298.55676,-55.934551252747255,-12.852386769230769,91,"[[-55.92818759792015, -12.86391575097407], [-55.92108273021142, -12.852955349017206], [-55.927292586708155, -12.841024695388], [-55.94060596794501, -12.840055332887362], [-55.94770983836041, -12.85101540065345], [-55.94150132512746, -12.862945165134144]]"
878b86b58ffffff,3.8913043,3.6956522,0.24444398,5.0891304,5.0880437,298.57803,-55.992113717391305,-12.790276532608697,92,"[[-55.985845893662436, -12.802324548171319], [-55.97874422140091, -12.791363140999914], [-55.984949460868016, -12.7794320117744], [-55.99825502644558, -12.778463180140774], [-56.00535569738161, -12.789424248616658], [-55.99915180435964, -12.801354487444783]]"
878b86b59ffffff,3.612903,3.612903,0.24442475,5.0,5.0,298.58197,-56.01126190322581,-12.780998016129033,62,"[[-56.00535569738161, -12.789424248616658], [-55.99825502644558, -12.778463180140774], [-56.00445877375016, -12.76653216290412], [-56.017761844734366, -12.765563105213376], [-56.024861512959866, -12.776523833877537], [-56.018659113205395, -12.78845396006726]]"
